LIB_ID,SGD_DB_ID,SYS_ID,GENE_SYM,NAME,PHENOTYPE,DESCRIPTION
TRZ1,S000001787,YKR079C,TRZ1,tRNase Z,"Essential gene; overexpression confers increased accumulation of TBSV replicon RNA; in large-scale studies, overexpression causes slower growth; repression confers increased competitive fitness; diploid heterozygous null mutant is sensitive to niclosamide and to several human cationic antimicrobial peptides and is haploinsufficient
",tRNA 3'-end processing endonuclease tRNase Z; also localized to mitochondria and interacts genetically with Rex2 exonuclease; homolog of the human candidate prostate cancer susceptibility gene ELAC2
TSC10,S000000469,YBR265W,TSC10,Temperature-sensitive Suppressors of Csg2 mutants,"Essential gene; diploid heterozygous null mutant is sensitive to dihydromotuporamine C; in large-scale studies, repression confers lower competitive fitness, sensitivity to HU and MMS, and resistance to myriocin; diploid heterozygous null mutant is sensitive to a human cationic antimicrobial peptide
",3-ketosphinganine reductase; catalyzes the second step in phytosphingosine synthesis; essential for growth in the absence of exogenous dihydrosphingosine or phytosphingosine; localized to lipid droplets; member of short chain dehydrogenase/reductase protein family
TSC11,S000000895,YER093C,TSC11,Temperature-sensitive Suppressors of Csg2 mutants,,Subunit of TORC2 (Tor2p-Lst8p-Avo1-Avo2-Tsc11p-Bit61p); TORC2 is a membrane-associated complex that regulates actin cytoskeletal dynamics during polarized growth and cell wall integrity; involved in sphingolipid metabolism; contains a RasGEFN domain
TSC13,S000002173,YDL015C,TSC13,Temperature-sensitive Suppressors of Csg2 mutants,"Essential gene; ts mutant has smaller piecemeal microautophagy of the nucleus blebs and vesicles; in large-scale studies, repression confers increased competitive fitness, resistance to myriocin, and sensitivity to HU and MMS; overexpression confers slow growth
","Enoyl reductase; catalyzes last step in each cycle of very long chain fatty acid elongation; localizes to ER, highly enriched in a structure marking nuclear-vacuolar junctions; coimmunoprecipitates with elongases Elo2p and Elo3p; protein increases in abundance and relative distribution to ER foci increases upon DNA replication stress; human homolog TECR implicated in nonsyndromic mental retardation, can complement yeast mutant"
TSR1,S000002218,YDL060W,TSR1,Twenty S rRNA accumulation,,Protein required for processing of 20S pre-rRNA in the cytoplasm; associates with pre-40S ribosomal particles; inhibits the premature association of 60S subunits with assembling 40S subunits in the cytoplasm; similar to Bms1p; relocalizes from nucleus to cytoplasm upon DNA replication stress
TSR4,S000005382,YOL022C,TSR4,Twenty S rRNA accumulation,,Cytoplasmic protein required for correct processing of 20S pre-rRNA; protein required for processing of the 20S pre-rRNA at site D to generate mature 18S rRNA; essential gene in S288C background but not in CEN.PK2
TTI1,S000001516,YKL033W,TTI1,Two Tel2-Interacting protein,,"Subunit of the ASTRA complex, involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1; similar to S. pombe Tti1p; detected in highly purified mitochondria in high-throughput studies"
TTI2,S000003897,YJR136C,TTI2,Two Tel2-Interacting protein,,"Subunit of the ASTRA complex, involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1; involved in the cellular stress response; similar to S. pombe Tti2p; may interact with Rsm23p; GFP-fusion protein localizes to the cytoplasm"
TUB1,S000004550,YML085C,TUB1,TUBulin,"Essential gene; heterozygous diploid null mutants are haploinsufficient and sensitive to heat, TOR inhibitor rapamycin, and actin polymerization inhibitor latrunculin A; conditional mutants have abnormal spindles at cold temperatures; overexpression interferes with the cell cycle and slows growth
","Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer, which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog, TUB3, that arose from the whole genome duplication"
TUB2,S000001857,YFL037W,TUB2,TUBulin,"Essential gene; heterozygous diploid null mutants have unstable chromosomes and are sensitive to cancer drugs; some conditional mutants are resistant to microtubule-destabilizing agent benomyl but senstive to heat, and undergo cell-cycle arrest as large-budded cells; overexpression interferes with mitotis and slows growth in some strain backgrouds, is lethal in others; cells heterozygous for a reduced function allele analogous to human mutation associated with congenital fibrosis of the extraocular muscles (CFEOM) are sensitive to benomyl
","Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer, which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria"
TUB4,S000004202,YLR212C,TUB4,TUBulin,"Essential gene; heterozygous diploid null mutants have large cells with hyperelongated spindles and chromosome instability; phosphorylation mutants have abnormal spindles; repression mutants have abnormal mitochondria and arrest in M phase; conditional mutants grow slowly, have abnormally short anaphase spindles, and are sensitive to heat; activation mutants are resistant to microtubule-destabilizing agent benomyl
",Gamma-tubulin; involved in nucleating microtubules from both the cytoplasmic and nuclear faces of the spindle pole body; protein abundance increases in response to DNA replication stress
TUF1,S000005713,YOR187W,TUF1,,"Non-essential gene; null mutants show small cell size, grow slowly, are defective in vacuolar fragmentation, have abnormal mitochondria, are impaired in respiration, have shortened lifespan, and decreased biofilm formation; null mutants are resistant to phosphatidylinositol 3-kinase inhibitor wortmannin, TOR inhibitor rapamycin, apoptosis inducer edelfosine, azole drugs and some metals; null mutants are sensitive to quinine, ethanol, and herbicides; overexpression slows growth; R328Q reduction-of-function mutation that corresponds to infantile macrocystic leukodystrophy-associated mutation in human EFTu impairs respiratory growth
","Mitochondrial translation elongation factor Tu (EF-Tu); involved in fundamental pathway of mtDNA homeostasis; comprises both GTPase and guanine nucleotide exchange factor activities, while these activities are found in separate proteins in S. pombe and humans; rare mutations in human mitochondrial elongation factor Tu (EFTu) associated with severe lactic acidosis, rapidly progressive fatal encephalopathy, severe infantile macrocystic leukodystrophy with micropolygyria"
TUS1,S000004417,YLR425W,TUS1,TOR Unique function Suppressor,,Guanine nucleotide exchange factor (GEF) that modulates Rho1p activity; involved in the cell integrity signaling pathway; interacts with Rgl1p; localization of Tus1p to the bed neck is regulated by Rgl1p; multicopy suppressor of tor2 mutation and ypk1 ypk2 double mutation; potential Cdc28p substrate
TYS1,S000003417,YGR185C,TYS1,TYrosyl-tRNA Synthetase,"Essential gene; tys1-1 ts mutant accumulates tRNA-Tyr in the nucleus at restrictive temperature; in large-scale studies, repression causes lower competitive fitness; diploid homozygous tys1-1 ts mutant displays reduced sporulation efficiency; diploid heterozygous null mutant has altered resistance to human cationic antimicrobial peptides
",Cytoplasmic tyrosyl-tRNA synthetase; required for cytoplasmic protein synthesis; interacts with positions 34 and 35 of the tRNATyr anticodon; mutations in human ortholog YARS are associated with Charcot-Marie-Tooth (CMT) neuropathies; human ortholog YARS functionally complements the heat sensitivity of a ts allele; protein abundance increases in response to DNA replication stress
UBA1,S000001693,YKL210W,UBA1,UBiquitin Activating,,Ubiquitin activating enzyme (E1); involved in ubiquitin-mediated protein degradation and essential for viability; protein abundance increases in response to DNA replication stress
UBA2,S000002798,YDR390C,UBA2,UBiquitin Activating,,"Subunit of heterodimeric nuclear SUMO activating enzyme E1 with Aos1p; activates Smt3p (SUMO) before its conjugation to proteins (sumoylation), which may play a role in protein targeting; essential for viability"
UBC1,S000002584,YDR177W,UBC1,UBiquitin-Conjugating,"Essential gene in the S288C genetic background, non-essential in the Sigma1278b background; phosphomimetic mutations at putative MAPK sites confer lower innate thermotolerance or sensitivity to DTT, while phosphoresistant mutation causes higher thermotolerance; in a large-scale study, repression confers resistance to myriocin
",Ubiquitin-conjugating enzyme; key E2 partner with Ubc4p for the anaphase-promoting complex (APC); mediates selective degradation of short-lived and abnormal proteins; plays a role in vesicle biogenesis and ER-associated protein degradation (ERAD); component of the cellular stress response; protein abundance increases in response to DNA replication stress key E2 partner with Ubc4p for the anaphase-promoting complex (APC)
UBC11,S000005866,YOR339C,UBC11,UBiquitin Carrier,,"Ubiquitin-conjugating enzyme; most similar in sequence to Xenopus ubiquitin-conjugating enzyme E2-C, but not a true functional homolog of this E2; unlike E2-C, not required for the degradation of mitotic cyclin Clb2"
UBC9,S000002222,YDL064W,UBC9,UBiquitin-Conjugating,"Essential gene; conditional mutant arrests at the G2/M phase transition at non-permissive temperature with large-budded cells containing a single nucleus, short spindle, and replicated DNA; conditional mutant has increased resistance to hyperosmotic stress, decreased resistance to amino acid starvation, and elevated levels of protein sumoylation at permissive temperature; conditional and repressible mutants display elevated levels of chromosome loss and gross chromosomal rearrangements
",SUMO-conjugating enzyme involved in the Smt3p conjugation pathway; nuclear protein required for S- and M-phase cyclin degradation and mitotic control; involved in proteolysis mediated by the anaphase-promoting complex cyclosome (APCC)
UFD1,S000003280,YGR048W,UFD1,Ubiquitin Fusion Degradation protein,"Essential gene; ts mutant exhibits G1 cell cycle delay at restrictive temperature; ts and missense mutant show abnormal accumulation and distribution of substrate proteins, and sensitivity to hygromycin B and paromomycin; missense mutant is sensitive to Huntingtin protein while overexpression confers resistance; in large-scale studies, repression causes increased DNA damage and abnormal mitochondrial morphology; ts allele confers sensitivity to benomyl
","Substrate-recruiting cofactor of the Cdc48p-Npl4p-Ufd1p segregase; polyubiquitin binding protein that assists in the dislocation of misfolded, ERAD substrates that are subsequently delivered to the proteasome for degradation; involved in regulated destruction of ER membrane proteins such as HMG-CoA reductase (Hmg1/2p) and cytoplasmic proteins (Fbp1p); involved in mobilizing membrane bound transcription factors by regulated Ub/proteasome-dependent processing (RUP)"
UFE1,S000005601,YOR075W,UFE1,Unknown Function Essential,,"t-SNARE protein required for retrograde vesicular traffic; involved in Sey1p-independent homotypic ER fusion; required for efficient nuclear fusion during mating; forms a complex with the SNAREs Sec22p, Sec20p and Use1p to mediate fusion of Golgi-derived vesicles at the ER"
UGP1,S000001518,YKL035W,UGP1,UDP-glucose pyrophosphorylase,"Essential gene; ts mutant exhibits chromosome instability at high temperature; ugp1-S11A mutant is sensitivt to killer toxin, Calcofluor White, Congo Red, and caffeine; repression confers lower glycogen accumulation and sensitivity to NaCl and SDS; in large-scale studies, repression causes lower competitive fitness; diploid heterozygous null mutant is sensitive to heat shock and concanamycin A
","UDP-glucose pyrophosphorylase (UGPase); catalyses the reversible formation of UDP-Glc from glucose 1-phosphate and UTP, involved in a wide variety of metabolic pathways, expression modulated by Pho85p through Pho4p; involved in PKA-mediated oxidative stress resistance and long-term survival in stationary phase; UGP1 has a paralog, YHL012W, that arose from the whole genome duplication"
ULP1,S000005941,YPL020C,ULP1,UbL-specific Protease,"Essential gene; null mutant forms microcolonies of mostly large-budded cells; conditional mutant arrests at the G2/M phase transition at elevated temperature, while at permissive temperatures the mutant has a reduced growth rate, UV sensitivity, decreased viability, and accumulates specific Smt3p-protein conjugates; conditional homozygous diploid displays a hyperrecombination phenotype, decreased sporulation efficiency and decreased spore viability at the permissive temperature; overexpression results in a decreased growth rate and a G2 or M phase arrest or delay
",Protease that specifically cleaves Smt3p protein conjugates; required for cell cycle progression; associates with nucleoporins and may interact with septin rings during telophase; sequestered to the nucleolus under stress conditions
ULP2,S000001293,YIL031W,ULP2,UbL-specific Protease,"Non-essential gene; null mutant is extremely slow-growing and displays enlarged cells with elongated buds and abnormal spindles, irregularly shaped colonies, higher rates of chromosome loss, and sensitivity to UV, gamma rays, heat, MMS, and HU; conditional allele confers resistance to doxorubicin; in large-scale studies, null mutant scored as inviable; repression confers lowered competitive fitness; diploid heterozygous null mutant has lower innate thermotolerance and sensitivity to myriocin
",Peptidase that deconjugates Smt3/SUMO-1 peptides from proteins; plays a role in chromosome cohesion at centromeric regions and recovery from checkpoint arrest induced by DNA damage or DNA replication defects; potential Cdc28p substrate; human homolog PML implicated in promyelocytic leukemia can partially complement yeast null mutant
UPS2,S000004158,YLR168C,UPS2,UnProceSsed,,"Mitochondrial intermembrane space protein; involved in phospholipid metabolism; forms complex with Mdm35p that transfers phosphatidylserine from outer membrane to inner membrane for phosphatidylethanolamine synthesis; null mutant has defects in mitochondrial morphology; similar to Ups1p, Ups3p and to human PRELI; UPS2 has a paralog, UPS3, that arose from the whole genome duplication"
URA6,S000001507,YKL024C,URA6,URAcil requiring,"Essential gene; ts mutant is resistant to 5-fluorouracil at the permissive temperature and rapidly becomes depleted of UTP and CTP upon incubation at restrictive temperature; in large-scale studies, conditional mutant displays gross chromosomal rearrangements and heterozygous null mutant diploid displays chromosome instability
","Uridylate kinase; catalyzes the seventh enzymatic step in the de novo biosynthesis of pyrimidines, converting uridine monophosphate (UMP) into uridine-5'-diphosphate (UDP)"
URB1,S000001497,YKL014C,URB1,Unhealthy Ribosome Biogenesis,,Protein required for the normal accumulation of 25S and 5.8S rRNAs; nucleolar protein; associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit
URB2,S000003802,YJR041C,URB2,Unhealthy Ribosome Biogenesis,,Protein required for normal metabolism of the rRNA primary transcript; nucleolar protein; proposed to be involved in ribosome biogenesis
USB1,S000004122,YLR132C,USB1,U Six Biogenesis,,"Putative poly(U)-specific 3'-to-5' RNA exonuclease; involved in 3'-end processing of U6 snRNA removing uridines and generating a terminal 2&#8242;,3&#8242; cyclic phosphate; essential protein that localizes to the nucleus and mitochondria; overexpression suppresses the respiratory defects of oxa1 and mtf2 mutants; homolog of S.pombe gene, mpn1 and human gene, hUSB1; mutations in hUSB1 are associated with a rare genodermatosis, poikiloderma with neutropenia (OMIM 604173)"
USE1,S000003066,YGL098W,USE1,Unconventional SNARE in the ER,,"Essential SNARE protein localized to the ER; involved in retrograde traffic from the Golgi to the ER and Sey1p-independent homotypic ER fusion; required for efficient nuclear fusion during mating; forms a complex with the SNAREs Sec22p, Sec20p and Ufe1p"
USO1,S000002216,YDL058W,USO1,yUSOu - transport in Japanese,,Essential protein involved in vesicle-mediated ER to Golgi transport; binds membranes and functions during vesicle docking to the Golgi; required for assembly of the ER-to-Golgi SNARE complex
UTH1,S000001750,YKR042W,UTH1,yoUTH,,"Mitochondrial inner membrane protein; role in mitophagy is disputed; implicated in cell wall biogenesis, the oxidative stress response, life span during starvation, and cell death; SUN family member; UTH1 has a paralog, NCA3, that arose from the whole genome duplication"
UTP10,S000003645,YJL109C,UTP10,U Three Protein,,Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance
UTP11,S000001582,YKL099C,UTP11,U Three Protein,,Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit
UTP13,S000004212,YLR222C,UTP13,U Three Protein,,Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA
UTP14,S000004558,YML093W,UTP14,U Three Protein,,Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit
UTP15,S000004699,YMR093W,UTP15,U Three Protein,"Essential gene; repression causes cell cycle arrest in G1 and decreased levels of all rRNA precursors; in large-scale studies, repression confers resistance to cycloheximide; conditional mutant displays resistance to K28 killer toxin; heterozygous null mutant diploid displays reduced competitive fitness in YPD medium and is haploinsufficient; overproduction increases filamentous growth
",Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA
UTP18,S000003605,YJL069C,UTP18,U Three Protein,,Small-subunit processome protein involved in pre-18S rRNA maturation; part of a subunit of the 90S preribosomal particle capable of interacting directly with the 5' ETS of the 35S pre-rRNA; contains WD40 repeats
UTP20,S000000100,YBL004W,UTP20,U Three Protein,,Component of the small-subunit (SSU) processome; SSU processome is involved in the biogenesis of the 18S rRNA
UTP21,S000004401,YLR409C,UTP21,U Three Protein,,Subunit of U3-containing 90S preribosome and SSU processome complexes; involved in production of 18S rRNA and assembly of small ribosomal subunit; synthetic defect with STI1 Hsp90 cochaperone; human homolog linked to glaucoma; Small Subunit processome is also known as SSU processome
UTP22,S000003322,YGR090W,UTP22,U Three Protein,"Essential gene; repression causes retention of tRNAs in the nucleus; in large-scale studies, heterozygous null mutant diploid displays chromosome instability and is haploinsufficient; repression confers resistance to myriocin and decreased competitive fitness
",Component of the small-subunit processome; required for nuclear export of tRNAs; may facilitate binding of Utp8p to aminoacylated tRNAs and their delivery to Los1p for export; conserved from yeast to mammals
UTP23,S000005530,YOR004W,UTP23,U Three-associated Protein,,"Component of the small subunit processome; involved in 40S ribosomal subunit biogenesis; interacts with snR30 and is required for dissociation of snR30 from large pre-ribosomal particles; has homology to PINc domain protein Fcf1p, although the PINc domain of Utp23p is not required for function; essential protein"
UTP25,S000001353,YIL091C,UTP25,U Three Protein,,Nucleolar protein; required for 35S pre-RNA processing and 40S ribosomal subunit biogenesis
UTP4,S000002732,YDR324C,UTP4,U Three Protein,,Subunit of U3-containing 90S preribosome and SSU processome complexes; involved in production of 18S rRNA and assembly of small ribosomal subunit; member of t-Utp subcomplex involved with transcription of 35S rRNA transcript; Small Subunit processome is also known as SSU processome
UTP5,S000002806,YDR398W,UTP5,U Three Protein,,Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit
UTP6,S000002857,YDR449C,UTP6,U Three Protein,,Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA
UTP7,S000000884,YER082C,UTP7,U Three Protein,,Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA
UTP8,S000003360,YGR128C,UTP8,U Three Protein,,Nucleolar protein required for export of tRNAs from the nucleus; also copurifies with the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA
UTP9,S000001239,YHR196W,UTP9,U Three Protein,,Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA
UTR5,S000000761,YEL035C,UTR5,Unidentified TRanscript,,"Protein of unknown function; originally considered essential but deletion overlapped the TATA box of neighboring essential gene HYP2, while deletion that avoids the HYP2 TATA box is viable; transcription may be regulated by Gcr1p"
VAS1,S000003326,YGR094W,VAS1,VAlyl-tRNA Synthetase,"Essential gene; overexpression causes nocodazole sensitivity; in large-scale studies, repression confers increased competitive fitness and sensitivity to HU and MMS; overexpression causes accumulation of large-budded cells in G2 or M phase arrest and increased invasive growth
","Mitochondrial and cytoplasmic valyl-tRNA synthetase; human homolog VARS2 implicated in mitochondrial diseases, can partially complement yeast null mutant"
VHT1,S000003297,YGR065C,VHT1,Vitamin H Transporter,,High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin
VMA1,S000002344,YDL185W,VMA1,Vacuolar Membrane Atpase,"Non-essential gene; null mutant displays several ionomic phenotypes, decreased resistance to metals, oxidative and hyperosmotic stress; null mutant also has vacuolar and mitochondrial morphology defects, and reduced numbers of lipid droplets; homozygous diploid null mutant is temperature sensitive, has a respiratory growth defect, reduced utilization of various carbons sources, decreased acid and alkaline pH resistance and auxotrophic for inositol; overexpression increased replicstive lifespan and delays the onset of aging-associated alterations in mitochondrial morphology
","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner"
VMA10,S000002100,YHR039C-A,VMA10,,,Subunit G of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; involved in vacuolar acidification; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits
VMA11,S000006155,YPL234C,VMA11,Vacuolar Membrane Atpase,,Vacuolar ATPase V0 domain subunit c'; involved in proton transport activity; hydrophobic integral membrane protein (proteolipid) containing four transmembrane segments; N and C termini are in the vacuolar lumen
VMA13,S000006240,YPR036W,VMA13,Vacuolar Membrane Atpase,,Subunit H of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; serves as an activator or a structural stabilizer of the V-ATPase; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits
VMA16,S000001068,YHR026W,VMA16,Vacuolar Membrane Atpase,,Subunit c'' of the vacuolar ATPase; v-ATPase functions in acidification of the vacuole; one of three proteolipid subunits of the V0 domain
VMA2,S000000331,YBR127C,VMA2,Vacuolar Membrane Atpase,"Non-essential gene; null mutant is sensitive to metal ions such as Zn2+, Cd2+, and Ni2+, and accumulates reduced levels of inorganic polyphosphates; null mutant exhibits shortened chronological and replicative lifespan, is sensitive to oxidative stress, and shows earlier onset of mitochondrial dysfunction during aging; in large-scale studies, the null mutant shows reduced competitive fitness in several different media; homozygous null mutant diploid is sensitive to desiccation and freeze-thaw stress, requires myo-inositol, and fails to respire; null mutant is sensitive to a variety of chemicals
","Subunit B of V1 peripheral membrane domain of vacuolar H+-ATPase; electrogenic proton pump found throughout the endomembrane system; contains nucleotide binding sites; also detected in the cytoplasm; protein abundance increases in response to DNA replication stress; human homolog ATP6V1B1, implicated in autosomal-recessive distal renal tubular acidosis (RTA) with sensorineural deafness, complements yeast null mutant"
VMA21,S000003337,YGR105W,VMA21,Vacuolar Membrane Atpase,,Integral membrane protein required for V-ATPase function; not an actual component of the vacuolar H+-ATPase (V-ATPase) complex; diverged ortholog of human XMEA (X-linked Myopathy with Excessive Autophagy); functions in the assembly of the V-ATPase; localized to the yeast endoplasmic reticulum (ER)
VMA3,S000000753,YEL027W,VMA3,Vacuolar Membrane Atpase,,Proteolipid subunit c of the V0 domain of vacuolar H(+)-ATPase; dicyclohexylcarbodiimide binding subunit; required for vacuolar acidification and important for copper and iron metal ion homeostasis
VMA4,S000005859,YOR332W,VMA4,Vacuolar Membrane Atpase,,Subunit E of the V1 domain of the vacuolar H+-ATPase (V-ATPase); V-ATPase is an electrogenic proton pump found throughout the endomembrane system; V1 domain has eight subunits; required for the V1 domain to assemble onto the vacuolar membrane; protein abundance increases in response to DNA replication stress
VMA5,S000001563,YKL080W,VMA5,Vacuolar Membrane Atpase,,Subunit C of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; required for the V1 domain to assemble onto the vacuolar membrane; the V1 peripheral membrane domain of vacuolar H+-ATPase (V-ATPase) has eight subunits
VMA6,S000004439,YLR447C,VMA6,Vacuolar Membrane Atpase,,Subunit d of the V0 integral membrane domain of V-ATPase; part of the electrogenic proton pump found in the endomembrane system; required for V1 domain assembly on the vacuolar membrane; the V0 integral membrane domain of vacuolar H+-ATPase (V-ATPase) has five subunits
VMA7,S000003252,YGR020C,VMA7,Vacuolar Membrane Atpase,,Subunit F of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; required for the V1 domain to assemble onto the vacuolar membrane; the V1 peripheral membrane domain of vacuolar H+-ATPase (V-ATPase) has eight subunits
VMA8,S000000777,YEL051W,VMA8,Vacuolar Membrane Atpase,,Subunit D of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; plays a role in the coupling of proton transport and ATP hydrolysis; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits
VPH2,S000001602,YKL119C,VPH2,Vacuolar pH,,Integral membrane protein required for V-ATPase function; not an actual component of the vacuolar H+-ATPase (V-ATPase) complex; functions in the assembly of the V-ATPase; localized to the endoplasmic reticulum (ER); involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner
VPS1,S000001709,YKR001C,VPS1,Vacuolar Protein Sorting,"Non-essential gene; null mutant is defective in vacuolar protein sorting, resulting in decreased processing, missorting, and secretion of hydrolases; null mutant displays decreased endocytosis, a fragmented vacuolar morphology, fewer but enlarged peroxisomes and an altered endocytic vesicle distribution; null mutant is temperature sensitive and exhibits decreased ionic, oxidative and hyperosmotic stress resistance; null mutant has a respiratory growth defect, a reduced rate of nitrogen utilization and increased starvation induced mitophagy
","Dynamin-like GTPase required for vacuolar sorting; also involved in actin cytoskeleton organization, endocytosis, late Golgi-retention of some proteins, regulation of peroxisome biogenesis"
VPS16,S000005966,YPL045W,VPS16,Vacuolar Protein Sorting,,Subunit of the HOPS and the CORVET complexes; part of the Class C Vps complex essential for membrane docking and fusion at Golgi-to-endosome and endosome-to-vacuole protein transport stages
VPS20,S000004682,YMR077C,VPS20,Vacuolar Protein Sorting,,Myristoylated subunit of the ESCRT-III complex; the endosomal sorting complex required for transport of transmembrane proteins into the multivesicular body pathway to the lysosomal/vacuolar lumen; cytoplasmic protein recruited to endosomal membranes
VPS24,S000001524,YKL041W,VPS24,Vacuolar Protein Sorting,,One of four subunits of the ESCRT-III complex; forms an endosomal sorting complex required for transport III (ESCRT-III) subcomplex with Did4p; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway
VPS25,S000003863,YJR102C,VPS25,Vacuolar Protein Sorting,,Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome
VPS27,S000005289,YNR006W,VPS27,Vacuolar Protein Sorting,"Non-essential gene; null mutant is defective in vacuolar protein sorting, resulting in decreased processing, missorting, and secretion of hydrolases; endocytic and other intracellular cargo is misdirected to the class E compartment; late endosomes are enlarged in null mutants, and mutants possess decreased stress, metal and toxin resistance; null mutants and overexpressors both have decreased growth rates
","Endosomal protein that forms a complex with Hse1p; required for recycling Golgi proteins, forming lumenal membranes and sorting ubiquitinated proteins destined for degradation; has Ubiquitin Interaction Motifs which bind ubiquitin (Ubi4p)"
VPS28,S000005986,YPL065W,VPS28,Vacuolar Protein Sorting,,"Component of the ESCRT-I complex; complex is involved in ubiquitin-dependent sorting of proteins into the endosome; conserved C-terminal domain interacts with ESCRT-III subunit Vps20p; other members include Stp22p, Srn2p, Vps28p, and Mvb12p"
VPS3,S000002903,YDR495C,VPS3,Vacuolar Protein Sorting,,"Component of CORVET membrane tethering complex; cytoplasmic protein required for the sorting and processing of soluble vacuolar proteins, acidification of the vacuolar lumen, and assembly of the vacuolar H+-ATPase"
VPS33,S000004388,YLR396C,VPS33,Vacuolar Protein Sorting,,"ATP-binding protein that is a subunit of the HOPS and CORVET complexes; essential for protein sorting, vesicle docking, and fusion at the vacuole; binds to SNARE domains"
VPS36,S000004409,YLR417W,VPS36,Vacuolar Protein Sorting,,Component of the ESCRT-II complex; contains the GLUE (GRAM Like Ubiquitin binding in EAP45) domain which is involved in interactions with ESCRT-I and ubiquitin-dependent sorting of proteins into the endosome; plays a role in the formation of mutant huntingtin (Htt) aggregates in yeast
VPS4,S000006377,YPR173C,VPS4,Vacuolar Protein Sorting,"Non-essential gene; null mutant displays defective trafficking of MVB cargo proteins, missorting cargo to the limiting vacuolar membrane and class E compartment rather than the vacuolar lumen; null mutant has decreased endocytosis, secretion defects and abnormal vacuolar morphology; null mutant also displays decreased acid pH resistance, decreased autophagy and starvation resistance while a gain-of-function mutant induces autophagy in rich medium; overexpression results in increased invasive filamentation while a null mutant is unable to undergo invasive growth; diploid null mutants have a severe sporulation defect
",AAA-ATPase involved in multivesicular body (MVB) protein sorting; ATP-bound Vps4p localizes to endosomes and catalyzes ESCRT-III disassembly and membrane release; ATPase activity is activated by Vta1p; regulates cellular sterol metabolism
VPS45,S000003063,YGL095C,VPS45,Vacuolar Protein Sorting,,Protein of the Sec1p/Munc-18 family; essential for vacuolar protein sorting; required for the function of Pep12p and the early endosome/late Golgi SNARE Tlg2p; essential for fusion of Golgi-derived vesicles with the prevacuolar compartment
VPS52,S000002892,YDR484W,VPS52,Vacuolar Protein Sorting,,"Component of the GARP (Golgi-associated retrograde protein) complex; GARP is required for the recycling of proteins from endosomes to the late Golgi, and for mitosis after DNA damage induced checkpoint arrest; involved in localization of actin and chitin; members of the GARP complex are Vps51p-Vps52p-Vps53p-Vps54p"
